ID,utility_payment_regularity,avg_monthly_utility_spend,mobile_recharge_pattern,household_deprivation_score,housing_type,asset_ownership_count,household_size_to_earners_ratio,primary_income_source
1493,Irregular,1226,Ad-hoc,31.5,Pucca,7,1.5,Daily Wage
1494,Regular,1033,Monthly,26.1,Pucca,7,1.3,Business
1495,Irregular,692,Ad-hoc,42.2,Kutcha,5,2.0,Agriculture
1496,Regular,1105,Weekly,17.1,Semi-pucca,7,1.3,Salaried
1497,Regular,1006,Weekly,25.7,Kutcha,6,1.8,Business
1498,Regular,1276,Weekly,26.5,Pucca,6,1.3,Salaried
1499,Regular,1180,Monthly,6.1,Semi-pucca,8,1.3,Pension
1500,Regular,1306,Bi-weekly,4.0,Semi-pucca,9,1.5,Business
1501,Irregular,1265,Ad-hoc,33.5,Kutcha,7,2.0,Agriculture
1502,Regular,1371,Bi-weekly,4.6,Pucca,9,1.2,Salaried
1503,Regular,1175,Weekly,22.9,Pucca,5,1.5,Salaried
1504,Regular,1245,Bi-weekly,12.8,Semi-pucca,10,1.5,Salaried
1505,Regular,1220,Weekly,28.8,Pucca,8,1.2,Salaried
1506,Defaulted,1000,Monthly,41.5,Semi-pucca,6,2.0,Agriculture
1507,Irregular,1205,Ad-hoc,41.3,Semi-pucca,8,2.0,Daily Wage
1508,Irregular,1318,Ad-hoc,32.4,Pucca,6,1.5,Daily Wage
1509,Irregular,1099,Ad-hoc,31.4,Pucca,9,2.0,Agriculture
1510,Regular,910,Monthly,44.0,Pucca,4,2.0,Daily Wage
1511,Regular,1069,Ad-hoc,32.1,Semi-pucca,7,1.2,Daily Wage
1512,Regular,1122,Weekly,18.1,Pucca,7,1.2,Salaried
1513,Regular,1368,Bi-weekly,4.6,Pucca,10,1.4,Salaried
1514,Regular,663,Monthly,48.6,Pucca,6,1.7,Daily Wage
1515,Defaulted,583,Ad-hoc,65.2,Pucca,3,3.0,Business
1516,Regular,1297,Weekly,19.3,Pucca,9,1.7,Salaried
1517,Irregular,1248,Weekly,20.6,Semi-pucca,8,1.7,Salaried
1518,Defaulted,1336,Bi-weekly,4.1,Pucca,9,1.0,Salaried
1519,Regular,1232,Bi-weekly,20.6,Semi-pucca,7,1.3,Salaried
1520,Regular,1334,Bi-weekly,25.1,Pucca,8,1.7,Salaried
1521,Regular,1195,Bi-weekly,13.7,Pucca,8,1.2,Business
1522,Irregular,1055,Monthly,13.0,Pucca,10,2.0,Business
1523,Regular,1188,Monthly,27.2,Pucca,9,1.4,Salaried
1524,Regular,1204,Weekly,24.6,Semi-pucca,6,1.4,Salaried
1525,Regular,1351,Weekly,14.1,Semi-pucca,10,1.3,Salaried
1526,Irregular,697,Ad-hoc,48.6,Semi-pucca,8,1.8,Daily Wage
1527,Regular,1173,Weekly,1.5,Pucca,10,1.0,Salaried
1528,Irregular,937,Monthly,45.4,Pucca,6,1.2,Agriculture
1529,Irregular,1270,Weekly,14.2,Pucca,10,1.5,Salaried
1530,Regular,1084,Weekly,24.1,Kutcha,7,1.6,Salaried
1531,Defaulted,1235,Ad-hoc,33.4,Pucca,7,1.8,Daily Wage
1532,Regular,1089,Weekly,28.1,Semi-pucca,6,1.7,Business
1533,Irregular,1345,Weekly,20.6,Pucca,8,1.5,Salaried
1534,Regular,1319,Monthly,18.5,Pucca,9,1.3,Salaried
1535,Regular,976,Monthly,24.6,Pucca,8,1.3,Business
1536,Regular,793,Ad-hoc,43.8,Pucca,7,2.0,Daily Wage
1537,Irregular,836,Monthly,34.9,Semi-pucca,6,2.0,Daily Wage
1538,Irregular,1330,Weekly,11.8,Pucca,8,2.0,Salaried
1539,Regular,803,Bi-weekly,55.5,Semi-pucca,7,2.0,Daily Wage
1540,Regular,1504,Weekly,7.7,Pucca,9,1.5,Salaried
1541,Regular,950,Monthly,48.4,Kutcha,5,2.0,Daily Wage
1542,Regular,813,Ad-hoc,36.8,Pucca,6,1.5,Agriculture
1543,Regular,1245,Monthly,8.1,Semi-pucca,8,1.2,Salaried
1544,Irregular,603,Ad-hoc,45.6,Kutcha,7,3.0,Daily Wage
1545,Regular,1029,Ad-hoc,37.4,Kutcha,6,1.3,Daily Wage
1546,Irregular,1416,Ad-hoc,34.0,Semi-pucca,5,1.8,Business
1547,Irregular,1256,Bi-weekly,14.7,Semi-pucca,8,1.7,Pension
1548,Regular,1134,Monthly,26.7,Pucca,5,1.2,Pension
1549,Regular,1221,Bi-weekly,16.0,Pucca,8,1.5,Salaried
1550,Irregular,1114,Bi-weekly,30.5,Pucca,6,1.8,Agriculture
1551,Regular,1263,Weekly,10.4,Pucca,10,1.2,Salaried
1552,Regular,842,Ad-hoc,58.6,Kutcha,3,2.5,Agriculture
1553,Regular,980,Weekly,28.3,Pucca,8,1.3,Business
1554,Irregular,1062,Monthly,21.3,Pucca,10,2.0,Business
1555,Irregular,827,Ad-hoc,35.6,Semi-pucca,7,2.0,Agriculture
1556,Regular,764,Ad-hoc,57.3,Semi-pucca,4,1.7,Daily Wage
1557,Regular,1064,Weekly,16.4,Pucca,9,1.3,Business
1558,Regular,1148,Monthly,41.4,Pucca,4,1.0,Daily Wage
1559,Irregular,1017,Weekly,29.3,Pucca,7,1.5,Salaried
1560,Irregular,858,Bi-weekly,24.2,Pucca,7,1.5,Salaried
1561,Regular,1211,Weekly,2.7,Semi-pucca,10,1.3,Salaried
1562,Irregular,1055,Ad-hoc,33.1,Semi-pucca,10,1.7,Daily Wage
1563,Irregular,1048,Ad-hoc,40.3,Kutcha,7,1.5,Daily Wage
1564,Irregular,910,Ad-hoc,49.0,Pucca,3,2.0,Agriculture
1565,Regular,834,Ad-hoc,41.0,Pucca,5,1.5,Business
1566,Regular,1065,Monthly,23.2,Pucca,8,2.0,Salaried
1567,Regular,1151,Weekly,13.8,Pucca,9,1.0,Salaried
1568,Regular,1444,Bi-weekly,3.1,Pucca,9,1.3,Pension
1569,Irregular,952,Bi-weekly,42.1,Semi-pucca,6,1.5,Agriculture
1570,Irregular,971,Monthly,33.2,Pucca,5,1.0,Agriculture
1571,Regular,1020,Weekly,26.1,Pucca,6,1.7,Business
1572,Regular,1177,Bi-weekly,13.6,Semi-pucca,9,1.3,Salaried
1573,Regular,1336,Bi-weekly,5.9,Pucca,8,1.3,Business
1574,Irregular,926,Ad-hoc,60.1,Pucca,5,3.0,Agriculture
1575,Regular,829,Ad-hoc,54.3,Pucca,3,1.3,Agriculture
1576,Regular,660,Ad-hoc,63.0,Semi-pucca,6,3.0,Daily Wage
1577,Regular,699,Monthly,58.4,Pucca,3,2.3,Agriculture
1578,Regular,1349,Bi-weekly,26.2,Pucca,7,1.3,Business
1579,Regular,1364,Bi-weekly,13.7,Pucca,9,1.2,Salaried
1580,Regular,1303,Bi-weekly,21.2,Semi-pucca,7,1.4,Business
1581,Regular,1346,Monthly,14.4,Semi-pucca,9,1.5,Business
1582,Regular,1211,Weekly,16.5,Pucca,9,1.2,Salaried
1583,Irregular,1181,Ad-hoc,35.1,Pucca,8,1.5,Daily Wage
1584,Regular,1058,Bi-weekly,12.4,Pucca,10,1.0,Salaried
1585,Regular,1286,Bi-weekly,30.0,Semi-pucca,7,1.4,Daily Wage
1586,Regular,1406,Weekly,8.8,Pucca,9,1.5,Business
1587,Regular,1158,Bi-weekly,28.1,Pucca,10,1.0,Salaried
1588,Irregular,1004,Weekly,26.3,Pucca,9,2.0,Salaried
1589,Regular,901,Monthly,57.2,Pucca,3,4.0,Daily Wage
1590,Regular,1452,Bi-weekly,9.8,Semi-pucca,9,1.2,Salaried
1591,Irregular,1102,Bi-weekly,18.1,Pucca,8,1.2,Salaried
1592,Regular,1094,Bi-weekly,19.2,Pucca,8,1.3,Salaried
1593,Irregular,773,Ad-hoc,43.8,Semi-pucca,4,2.0,Agriculture
1594,Regular,1172,Weekly,27.7,Pucca,7,1.3,Salaried
1595,Irregular,990,Ad-hoc,36.0,Kutcha,9,1.5,Agriculture
1596,Regular,1369,Bi-weekly,29.8,Semi-pucca,8,1.7,Salaried
1597,Irregular,1063,Weekly,11.0,Pucca,6,1.3,Salaried
1598,Regular,1111,Monthly,15.2,Pucca,10,1.3,Business
1599,Irregular,972,Ad-hoc,39.0,Semi-pucca,7,1.8,Daily Wage
1600,Defaulted,1128,Monthly,33.1,Semi-pucca,6,1.6,Daily Wage
1601,Regular,1265,Bi-weekly,20.1,Pucca,9,1.3,Salaried
1602,Regular,1357,Bi-weekly,4.9,Pucca,8,1.0,Business
1603,Regular,1313,Weekly,12.3,Pucca,8,1.4,Salaried
1604,Irregular,1048,Ad-hoc,33.5,Semi-pucca,8,1.7,Business
1605,Regular,1393,Bi-weekly,14.0,Pucca,8,1.3,Business
1606,Regular,685,Ad-hoc,57.9,Semi-pucca,2,1.4,Daily Wage
1607,Defaulted,521,Ad-hoc,74.2,Semi-pucca,3,2.7,Daily Wage
1608,Regular,1243,Weekly,23.0,Semi-pucca,8,1.3,Salaried
1609,Irregular,1163,Monthly,41.5,Pucca,7,1.7,Daily Wage
1610,Irregular,945,Ad-hoc,33.3,Semi-pucca,7,1.3,Daily Wage
1611,Regular,964,Ad-hoc,42.7,Semi-pucca,5,2.0,Daily Wage
1612,Irregular,620,Bi-weekly,66.1,Semi-pucca,5,1.7,Daily Wage
1613,Regular,1155,Weekly,29.3,Semi-pucca,7,1.7,Business
1614,Irregular,1155,Bi-weekly,1.3,Pucca,9,1.3,Pension
1615,Regular,980,Ad-hoc,33.7,Semi-pucca,8,3.0,Agriculture
1616,Irregular,750,Ad-hoc,51.7,Pucca,5,1.8,Daily Wage
1617,Regular,1289,Bi-weekly,5.7,Pucca,9,1.3,Business
1618,Irregular,376,Bi-weekly,60.7,Semi-pucca,4,2.0,Daily Wage
1619,Irregular,975,Monthly,64.4,Semi-pucca,2,2.0,Agriculture
1620,Regular,566,Monthly,44.0,Semi-pucca,5,1.3,Daily Wage
1621,Regular,1379,Bi-weekly,7.9,Pucca,9,1.2,Business
1622,Regular,928,Weekly,26.4,Pucca,7,1.8,Salaried
1623,Regular,1066,Bi-weekly,14.5,Pucca,10,1.7,Salaried
1624,Irregular,1040,Ad-hoc,34.5,Pucca,7,1.5,Daily Wage
1625,Regular,1364,Monthly,12.1,Pucca,10,1.5,Pension
1626,Defaulted,679,Ad-hoc,51.8,Semi-pucca,5,2.0,Daily Wage
1627,Regular,992,Monthly,22.9,Semi-pucca,9,1.5,Salaried
1628,Regular,986,Bi-weekly,21.2,Pucca,8,1.3,Salaried
1629,Irregular,1214,Bi-weekly,19.6,Kutcha,8,1.5,Business
1630,Irregular,1052,Bi-weekly,18.2,Pucca,8,1.3,Salaried
1631,Regular,1302,Monthly,25.2,Semi-pucca,6,1.6,Salaried
1632,Regular,1193,Monthly,4.1,Semi-pucca,10,1.0,Business
1633,Irregular,1082,Monthly,35.8,Semi-pucca,6,1.5,Daily Wage
1634,Regular,1445,Weekly,15.6,Pucca,8,1.3,Salaried
1635,Regular,943,Monthly,42.4,Pucca,7,1.8,Business
1636,Irregular,657,Ad-hoc,44.7,Pucca,4,2.0,Daily Wage
1637,Irregular,966,Ad-hoc,44.5,Semi-pucca,5,1.8,Agriculture
1638,Regular,981,Ad-hoc,35.0,Pucca,8,2.0,Agriculture
1639,Defaulted,1046,Monthly,31.6,Semi-pucca,7,3.0,Agriculture
1640,Irregular,1074,Monthly,49.8,Pucca,5,3.0,Daily Wage
1641,Irregular,1018,Ad-hoc,35.3,Kutcha,7,1.5,Agriculture
1642,Irregular,1088,Monthly,34.9,Pucca,7,1.5,Agriculture
1643,Regular,869,Monthly,39.8,Pucca,4,2.0,Daily Wage
1644,Defaulted,708,Ad-hoc,59.2,Pucca,4,4.0,Daily Wage
1645,Regular,838,Bi-weekly,65.4,Semi-pucca,5,3.0,Daily Wage
1646,Regular,1344,Weekly,6.8,Pucca,9,1.5,Business
1647,Irregular,948,Monthly,44.7,Semi-pucca,5,1.8,Agriculture
1648,Regular,1412,Weekly,11.6,Pucca,8,1.7,Business
1649,Regular,1318,Bi-weekly,28.1,Pucca,7,1.5,Salaried
1650,Regular,1106,Weekly,12.0,Semi-pucca,8,1.4,Salaried
1651,Regular,1112,Bi-weekly,19.9,Pucca,9,1.7,Salaried
1652,Regular,1526,Weekly,7.0,Semi-pucca,10,2.0,Salaried
1653,Irregular,1178,Ad-hoc,45.5,Kutcha,6,2.0,Business
1654,Irregular,945,Monthly,38.0,Pucca,5,1.5,Daily Wage
1655,Regular,709,Monthly,66.2,Semi-pucca,3,2.5,Agriculture
1656,Regular,964,Monthly,44.1,Pucca,5,1.7,Business
1657,Regular,1356,Weekly,6.9,Semi-pucca,10,1.4,Salaried
1658,Irregular,874,Monthly,51.0,Semi-pucca,4,2.0,Daily Wage
1659,Regular,1426,Bi-weekly,14.9,Pucca,10,1.5,Salaried
1660,Irregular,801,Ad-hoc,31.5,Semi-pucca,8,1.3,Daily Wage
1661,Regular,1194,Monthly,10.4,Pucca,8,1.5,Salaried
1662,Irregular,837,Ad-hoc,59.3,Kutcha,3,2.5,Agriculture
1663,Regular,1166,Weekly,14.9,Semi-pucca,8,1.0,Salaried
1664,Irregular,1249,Bi-weekly,17.3,Pucca,10,1.7,Salaried
1665,Regular,958,Bi-weekly,54.0,Kutcha,4,1.8,Daily Wage
1666,Regular,1396,Bi-weekly,20.6,Semi-pucca,10,1.4,Salaried
1667,Defaulted,828,Monthly,55.5,Pucca,3,3.0,Agriculture
1668,Regular,1317,Bi-weekly,26.5,Pucca,6,1.5,Salaried
1669,Regular,1191,Monthly,20.8,Pucca,7,3.0,Business
1670,Regular,1298,Weekly,5.4,Pucca,8,1.5,Business
1671,Regular,694,Monthly,44.5,Kutcha,5,2.0,Daily Wage
1672,Irregular,579,Ad-hoc,61.8,Pucca,3,2.5,Daily Wage
1673,Defaulted,1061,Bi-weekly,30.8,Pucca,6,1.3,Agriculture
1674,Irregular,721,Ad-hoc,62.0,Semi-pucca,5,2.0,Daily Wage
1675,Regular,1257,Weekly,15.9,Pucca,10,2.0,Salaried
1676,Irregular,1256,Bi-weekly,36.5,Kutcha,7,2.0,Daily Wage
1677,Regular,1287,Bi-weekly,19.8,Semi-pucca,9,1.0,Salaried
1678,Irregular,889,Monthly,56.6,Semi-pucca,4,2.0,Business
1679,Regular,1421,Weekly,21.3,Pucca,7,2.0,Salaried
1680,Irregular,1000,Ad-hoc,31.8,Pucca,6,1.3,Daily Wage
1681,Irregular,829,Ad-hoc,45.4,Pucca,6,2.0,Daily Wage
1682,Defaulted,971,Ad-hoc,54.5,Pucca,3,1.5,Business
1683,Regular,797,Ad-hoc,61.0,Semi-pucca,3,2.0,Daily Wage
1684,Regular,1334,Weekly,5.4,Kutcha,10,1.3,Salaried
1685,Regular,886,Monthly,45.9,Semi-pucca,8,2.0,Daily Wage
1686,Regular,1068,Weekly,28.0,Semi-pucca,8,1.8,Salaried
1687,Irregular,1047,Ad-hoc,30.7,Pucca,8,1.5,Agriculture
1688,Irregular,1040,Bi-weekly,32.6,Pucca,6,1.5,Agriculture
1689,Regular,1240,Weekly,10.7,Semi-pucca,7,1.8,Business
1690,Regular,1062,Ad-hoc,37.7,Semi-pucca,7,1.8,Agriculture
1691,Irregular,1324,Monthly,16.4,Semi-pucca,9,1.3,Business
1692,Regular,1218,Bi-weekly,9.3,Pucca,9,1.2,Salaried
1693,Irregular,1054,Bi-weekly,42.9,Pucca,5,1.5,Agriculture
1694,Irregular,738,Ad-hoc,43.9,Kutcha,7,1.3,Daily Wage
1695,Irregular,930,Monthly,49.1,Semi-pucca,4,2.0,Agriculture
1696,Irregular,1220,Bi-weekly,23.4,Semi-pucca,7,1.5,Salaried
1697,Irregular,742,Bi-weekly,58.7,Kutcha,3,2.0,Daily Wage
1698,Regular,1107,Weekly,27.4,Pucca,7,2.0,Salaried
1699,Irregular,780,Monthly,53.4,Semi-pucca,3,2.0,Agriculture
1700,Irregular,781,Bi-weekly,49.8,Pucca,4,1.7,Daily Wage
1701,Regular,1184,Bi-weekly,19.6,Pucca,7,1.4,Business
1702,Irregular,1095,Bi-weekly,20.7,Semi-pucca,8,1.2,Business
1703,Regular,1219,Ad-hoc,30.9,Pucca,5,1.7,Daily Wage
1704,Irregular,394,Monthly,64.6,Semi-pucca,4,2.3,Agriculture
1705,Regular,1138,Monthly,22.0,Semi-pucca,9,1.0,Business
1706,Irregular,772,Bi-weekly,32.8,Pucca,7,3.0,Agriculture
1707,Irregular,885,Monthly,33.3,Kutcha,9,1.5,Agriculture
1708,Regular,1083,Bi-weekly,21.4,Pucca,9,1.5,Business
1709,Regular,957,Bi-weekly,57.3,Kutcha,5,2.5,Business
1710,Regular,1335,Weekly,20.5,Pucca,8,1.6,Business
1711,Regular,1034,Monthly,34.1,Pucca,7,2.0,Agriculture
1712,Defaulted,1002,Ad-hoc,37.0,Semi-pucca,7,1.8,Agriculture
1713,Regular,1054,Ad-hoc,44.6,Pucca,5,1.5,Daily Wage
1714,Regular,1195,Monthly,33.0,Kutcha,4,1.7,Daily Wage
1715,Regular,1132,Weekly,17.0,Pucca,9,1.3,Salaried
1716,Irregular,874,Bi-weekly,56.3,Semi-pucca,3,2.0,Daily Wage
1717,Regular,1254,Weekly,1.0,Pucca,9,1.2,Salaried
1718,Regular,1070,Weekly,25.0,Pucca,8,1.5,Business
1719,Regular,1173,Weekly,28.2,Pucca,7,1.0,Business
1720,Regular,865,Ad-hoc,40.3,Semi-pucca,4,1.4,Daily Wage
1721,Regular,1135,Bi-weekly,19.5,Pucca,8,1.7,Salaried
1722,Irregular,728,Monthly,39.9,Pucca,7,2.0,Daily Wage
1723,Irregular,1110,Ad-hoc,32.1,Semi-pucca,5,1.5,Daily Wage
1724,Irregular,837,Ad-hoc,39.9,Pucca,8,1.5,Daily Wage
1725,Irregular,791,Monthly,44.9,Semi-pucca,4,1.3,Daily Wage
1726,Defaulted,1173,Bi-weekly,37.9,Semi-pucca,9,2.0,Agriculture
1727,Regular,792,Ad-hoc,46.5,Pucca,5,2.0,Daily Wage
1728,Irregular,1125,Ad-hoc,34.5,Kutcha,7,1.8,Agriculture
1729,Regular,1372,Weekly,16.5,Pucca,6,1.0,Business
1730,Regular,1378,Bi-weekly,13.7,Pucca,9,2.0,Salaried
1731,Irregular,961,Monthly,36.7,Pucca,7,1.4,Daily Wage
1732,Regular,1178,Bi-weekly,14.7,Pucca,8,2.0,Salaried
1733,Regular,1228,Bi-weekly,4.0,Pucca,9,1.2,Salaried
1734,Irregular,496,Monthly,59.7,Semi-pucca,3,2.3,Agriculture
1735,Irregular,800,Ad-hoc,64.3,Pucca,5,2.5,Daily Wage
1736,Regular,1334,Bi-weekly,14.5,Pucca,9,1.7,Salaried
1737,Regular,1230,Weekly,21.5,Semi-pucca,10,1.7,Business
1738,Regular,817,Weekly,16.8,Pucca,8,1.5,Salaried
1739,Regular,980,Monthly,35.9,Kutcha,6,2.0,Daily Wage
1740,Regular,1310,Weekly,16.1,Pucca,9,1.3,Business
1741,Regular,1362,Weekly,19.8,Semi-pucca,6,1.2,Salaried
1742,Irregular,976,Ad-hoc,42.3,Pucca,4,1.8,Daily Wage
1743,Irregular,1315,Weekly,10.2,Pucca,10,1.7,Salaried
1744,Regular,970,Ad-hoc,30.4,Pucca,6,1.3,Daily Wage
1745,Regular,1350,Bi-weekly,9.3,Pucca,7,1.3,Salaried
1746,Regular,1215,Weekly,13.8,Pucca,10,1.3,Business
1747,Regular,1208,Bi-weekly,8.1,Pucca,8,1.4,Salaried
1748,Regular,947,Monthly,26.4,Pucca,8,1.4,Business
1749,Regular,937,Weekly,30.0,Pucca,7,1.5,Business
1750,Regular,1414,Monthly,2.8,Pucca,6,1.0,Salaried
1751,Regular,930,Bi-weekly,25.0,Semi-pucca,7,1.2,Salaried
1752,Defaulted,1271,Bi-weekly,7.9,Pucca,10,1.5,Salaried
1753,Regular,863,Bi-weekly,65.4,Semi-pucca,4,2.5,Daily Wage
1754,Regular,703,Ad-hoc,45.1,Semi-pucca,7,2.0,Agriculture
1755,Regular,1097,Monthly,33.2,Semi-pucca,6,1.7,Daily Wage
1756,Regular,970,Ad-hoc,46.0,Semi-pucca,6,2.0,Business
1757,Irregular,1115,Bi-weekly,22.1,Semi-pucca,7,1.6,Salaried
1758,Regular,1025,Ad-hoc,42.0,Pucca,4,1.5,Daily Wage
1759,Regular,1217,Weekly,14.2,Pucca,7,1.0,Salaried
1760,Regular,1229,Weekly,25.6,Pucca,6,1.5,Salaried
1761,Regular,1110,Weekly,12.8,Pucca,10,1.4,Business
1762,Irregular,835,Ad-hoc,75.3,Kutcha,1,1.7,Agriculture
1763,Regular,1559,Weekly,3.8,Semi-pucca,10,1.2,Business
1764,Regular,995,Weekly,8.4,Pucca,9,1.5,Salaried
1765,Irregular,1402,Weekly,14.7,Pucca,8,1.4,Business
1766,Irregular,744,Ad-hoc,52.2,Semi-pucca,6,1.7,Agriculture
1767,Regular,1335,Bi-weekly,24.1,Pucca,7,1.7,Salaried
1768,Regular,1361,Monthly,16.3,Pucca,9,1.6,Salaried
1769,Irregular,814,Ad-hoc,39.4,Semi-pucca,6,1.5,Daily Wage
1770,Regular,675,Ad-hoc,73.1,Kutcha,3,2.5,Daily Wage
1771,Irregular,1084,Weekly,19.8,Pucca,10,1.0,Salaried
1772,Irregular,1008,Monthly,42.4,Pucca,4,1.7,Agriculture
1773,Regular,907,Bi-weekly,45.3,Semi-pucca,7,1.6,Daily Wage
1774,Regular,1120,Bi-weekly,16.1,Pucca,9,1.2,Salaried
1775,Defaulted,1120,Bi-weekly,8.4,Semi-pucca,9,1.5,Salaried
1776,Regular,1241,Weekly,17.3,Pucca,10,1.5,Salaried
1777,Regular,1081,Bi-weekly,34.9,Semi-pucca,4,2.0,Business
1778,Regular,1081,Bi-weekly,26.9,Semi-pucca,7,1.5,Salaried
1779,Regular,1050,Weekly,21.9,Semi-pucca,6,1.4,Salaried
1780,Regular,1180,Bi-weekly,13.8,Pucca,9,1.5,Salaried
1781,Regular,1085,Weekly,14.7,Pucca,7,1.0,Business
1782,Defaulted,1127,Ad-hoc,34.1,Semi-pucca,7,2.0,Agriculture
1783,Irregular,848,Bi-weekly,22.7,Pucca,8,1.4,Business
1784,Regular,1260,Bi-weekly,24.8,Pucca,7,1.5,Salaried
1785,Regular,1376,Weekly,1.1,Semi-pucca,10,1.3,Salaried
1786,Regular,1275,Weekly,18.0,Pucca,8,1.4,Business
1787,Irregular,916,Ad-hoc,51.8,Pucca,4,2.0,Daily Wage
1788,Irregular,873,Ad-hoc,49.4,Pucca,8,2.0,Agriculture
1789,Irregular,830,Ad-hoc,46.8,Semi-pucca,5,1.5,Daily Wage
1790,Defaulted,1065,Ad-hoc,44.5,Semi-pucca,3,2.5,Daily Wage
1791,Regular,852,Weekly,27.9,Pucca,6,1.4,Business
1792,Regular,1076,Ad-hoc,46.0,Pucca,4,1.5,Daily Wage
1793,Regular,1058,Bi-weekly,16.8,Pucca,9,1.5,Business
1794,Regular,815,Ad-hoc,49.0,Semi-pucca,5,1.7,Daily Wage
1795,Regular,1390,Monthly,19.1,Pucca,9,1.3,Salaried
1796,Regular,1240,Bi-weekly,42.8,Kutcha,5,1.5,Daily Wage
1797,Defaulted,1002,Ad-hoc,38.4,Pucca,6,1.2,Daily Wage
1798,Regular,938,Monthly,24.7,Kutcha,7,1.5,Salaried
1799,Regular,1489,Weekly,2.8,Pucca,10,1.5,Salaried
1800,Irregular,767,Bi-weekly,57.0,Semi-pucca,5,2.0,Agriculture
1801,Irregular,852,Ad-hoc,36.3,Pucca,7,1.4,Daily Wage
1802,Regular,1131,Weekly,27.2,Pucca,8,1.0,Salaried
1803,Regular,863,Ad-hoc,32.1,Semi-pucca,7,1.7,Business
1804,Regular,1351,Weekly,6.8,Semi-pucca,10,1.0,Salaried
1805,Regular,1111,Bi-weekly,14.5,Pucca,9,1.5,Salaried
1806,Irregular,586,Monthly,48.9,Semi-pucca,6,1.5,Agriculture
1807,Regular,539,Monthly,57.1,Semi-pucca,6,2.0,Daily Wage
1808,Regular,1180,Monthly,12.2,Semi-pucca,8,1.2,Business
1809,Defaulted,1118,Ad-hoc,32.0,Pucca,6,1.5,Daily Wage
1810,Regular,1260,Weekly,28.6,Pucca,6,1.5,Business
1811,Irregular,1131,Monthly,42.5,Semi-pucca,6,1.3,Daily Wage
1812,Regular,956,Bi-weekly,21.1,Pucca,6,2.0,Salaried
1813,Regular,915,Ad-hoc,41.2,Kutcha,6,1.5,Agriculture
1814,Regular,820,Ad-hoc,44.9,Pucca,5,1.6,Daily Wage
1815,Regular,1090,Bi-weekly,26.8,Pucca,9,1.2,Salaried
1816,Defaulted,1138,Monthly,41.8,Semi-pucca,5,2.0,Agriculture
1817,Regular,1257,Monthly,15.0,Pucca,8,1.2,Salaried
1818,Regular,1002,Ad-hoc,47.2,Pucca,7,2.0,Daily Wage
1819,Regular,1611,Bi-weekly,8.9,Pucca,10,1.3,Salaried
1820,Irregular,666,Ad-hoc,46.8,Kutcha,5,2.0,Daily Wage
1821,Defaulted,817,Ad-hoc,46.9,Pucca,6,2.0,Daily Wage
1822,Irregular,1096,Ad-hoc,34.8,Semi-pucca,7,1.5,Agriculture
1823,Regular,1146,Bi-weekly,26.4,Semi-pucca,8,1.5,Salaried
1824,Regular,1344,Monthly,18.4,Pucca,8,1.3,Business
1825,Irregular,894,Ad-hoc,41.1,Kutcha,7,1.3,Business
1826,Regular,1363,Bi-weekly,6.0,Semi-pucca,7,1.2,Business
1827,Regular,1094,Monthly,18.2,Pucca,8,1.5,Salaried
1828,Regular,1136,Monthly,37.5,Semi-pucca,7,1.4,Business
1829,Irregular,1195,Weekly,19.1,Pucca,9,1.5,Business
1830,Regular,1363,Bi-weekly,21.2,Pucca,10,1.5,Business
1831,Regular,1274,Monthly,29.4,Semi-pucca,8,2.0,Business
1832,Regular,915,Weekly,27.7,Pucca,7,1.2,Salaried
1833,Regular,1524,Weekly,8.6,Pucca,10,1.2,Salaried
1834,Regular,1273,Weekly,23.4,Pucca,7,1.4,Salaried
1835,Regular,1012,Monthly,33.2,Pucca,8,1.8,Agriculture
1836,Irregular,1043,Monthly,43.1,Pucca,8,1.5,Daily Wage
1837,Regular,734,Ad-hoc,54.1,Kutcha,6,1.7,Daily Wage
1838,Irregular,1191,Ad-hoc,36.2,Semi-pucca,7,1.8,Daily Wage
1839,Regular,1380,Bi-weekly,3.1,Pucca,9,1.2,Salaried
1840,Irregular,775,Monthly,68.1,Kutcha,1,1.0,Agriculture
1841,Regular,898,Ad-hoc,37.6,Kutcha,7,1.5,Agriculture
1842,Regular,1206,Bi-weekly,21.2,Pucca,7,1.2,Salaried
1843,Regular,1261,Weekly,23.8,Semi-pucca,7,1.2,Salaried
1844,Regular,1062,Monthly,34.6,Pucca,5,1.8,Daily Wage
1845,Regular,1328,Bi-weekly,13.7,Semi-pucca,8,1.2,Salaried
1846,Regular,1159,Bi-weekly,12.2,Pucca,9,1.3,Pension
1847,Defaulted,1156,Bi-weekly,26.0,Pucca,8,1.5,Salaried
1848,Irregular,540,Bi-weekly,68.5,Kutcha,2,2.5,Daily Wage
1849,Irregular,953,Ad-hoc,40.4,Semi-pucca,7,1.3,Daily Wage
1850,Regular,1192,Weekly,12.6,Pucca,8,1.3,Salaried
1851,Regular,1356,Bi-weekly,1.4,Pucca,9,1.3,Business
1852,Regular,1026,Bi-weekly,11.7,Pucca,9,1.5,Business
1853,Irregular,1037,Monthly,33.3,Pucca,9,3.0,Daily Wage
1854,Regular,1156,Weekly,20.8,Semi-pucca,8,1.7,Salaried
1855,Irregular,682,Bi-weekly,45.9,Semi-pucca,5,1.5,Agriculture
1856,Regular,1292,Weekly,14.1,Semi-pucca,7,1.2,Business
1857,Defaulted,1236,Weekly,25.4,Pucca,7,1.3,Business
